INSTNM,CITY,STABBR,ZIP,CONTROL,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,BOOKSUPPLY,NPT4_PUB,NPT4_PRIV,PFTFAC,ADM_RATE,C100_4,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10
Otsego Area BOCES-Practical Nursing Program,Oneonta,NY,13820-1142,1,nan,20061.0,nan,nan,10875.0,nan,13447.0,nan,nan,nan,nan,37981.0,36760.0,nan
Pace University,New York,NY,10038-1598,2,63709.0,nan,47684.0,47684.0,nan,800.0,nan,30268.0,1.0,0.8287,0.4598,50574.0,60000.0,65697.0
Paul Smiths College of Arts and Science,Paul Smiths,NY,12970-0265,2,47001.0,nan,30194.0,30194.0,nan,1000.0,nan,22515.0,0.7895,0.6742,0.452,36659.0,38300.0,42776.0
Continental School of Beauty Culture-West Seneca,West Seneca,NY,14224,3,nan,25690.0,nan,nan,13120.0,nan,nan,19853.0,nan,nan,nan,19613.0,21314.0,23357.0
Plaza College,Forest Hills,NY,11375,3,22081.0,nan,13450.0,13450.0,nan,1700.0,nan,16091.0,0.3034,0.3001,nan,25950.0,25730.0,29986.0
Davis College,Johnson City,NY,13790-2700,2,26841.0,nan,17150.0,17150.0,nan,600.0,nan,18166.0,nan,0.2857,0.3235,26042.0,30263.0,30840.0
Pratt Institute-Main,Brooklyn,NY,11205,2,69497.0,nan,53814.0,53814.0,nan,1750.0,nan,47438.0,0.1614,0.6594,0.5266,44537.0,46198.0,52211.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,11230,2,19450.0,nan,12450.0,12450.0,nan,200.0,nan,6100.0,nan,0.9796,0.0,nan,nan,nan
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,11219,2,14878.0,nan,8500.0,8500.0,nan,350.0,nan,5173.0,0.3333,nan,0.0,14734.0,16913.0,26840.0
Rabbinical College Beth Shraga,Monsey,NY,10952-3033,2,23950.0,nan,14250.0,14250.0,nan,200.0,nan,10129.0,nan,1.0,0.0,nan,nan,nan
Rabbinical Seminary Mkor Chaim,Lakewood,NJ,08701-5827,2,nan,nan,8300.0,8300.0,nan,200.0,nan,nan,nan,1.0,0.0,nan,nan,nan
Rabbinical College of Long Island,Long Beach,NY,11561,2,17700.0,nan,9100.0,9100.0,nan,200.0,nan,10195.0,1.0,0.8,nan,nan,nan,nan
Rabbinical Seminary of America,Flushing,NY,11367,2,19100.0,nan,9900.0,9900.0,nan,300.0,nan,7398.0,0.9286,0.9828,0.0446,nan,nan,nan
Rensselaer Polytechnic Institute,Troy,NY,12180-3590,2,73816.0,nan,57012.0,57012.0,nan,1250.0,nan,33937.0,0.882,0.5726,0.7406,77899.0,83728.0,93416.0
Roberts Wesleyan College,Rochester,NY,14624,2,45599.0,nan,33500.0,33500.0,nan,1200.0,nan,24462.0,0.95,0.7581,0.5352,44538.0,43668.0,45184.0
Rochester Institute of Technology,Rochester,NY,14623-5603,2,61063.0,nan,51240.0,51240.0,nan,1098.0,nan,34822.0,0.7155,0.7386,0.2569,56507.0,62216.0,66280.0
University of Rochester,Rochester,NY,14627-0011,2,75190.0,nan,58241.0,58241.0,nan,1310.0,nan,31340.0,0.9346,0.3543,0.7521,57648.0,64334.0,68335.0
Rockefeller University,New York,NY,10065-6399,2,nan,nan,nan,nan,nan,nan,nan,nan,0.9231,nan,nan,nan,nan,nan
Rockland Community College,Suffern,NY,10901-3699,1,15629.0,nan,5618.0,10728.0,nan,1350.0,9934.0,nan,0.1975,nan,nan,35664.0,42107.0,45847.0
Empire Beauty School-Manhattan,New York,NY,10001,3,nan,21719.0,nan,nan,12750.0,nan,nan,17392.0,nan,nan,nan,19424.0,22721.0,23859.0
Russell Sage College,Troy,NY,12180,2,46287.0,nan,32950.0,32950.0,nan,1200.0,nan,22738.0,0.8647,0.7431,0.5336,45058.0,49562.0,51979.0
St Bernard's School of Theology and Ministry,Rochester,NY,14618,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
St Bonaventure University,Saint Bonaventure,NY,14778-9800,2,50646.0,nan,36515.0,36515.0,nan,800.0,nan,23606.0,0.6583,0.7631,0.6552,42664.0,49123.0,57837.0
St. Francis College,Brooklyn Heights,NY,11201-4305,2,32776.0,nan,26798.0,26798.0,nan,1000.0,nan,13499.0,0.258,0.8452,0.3216,43222.0,48327.0,52124.0
St. Joseph's College of Nursing,Syracuse,NY,13203,2,33896.0,nan,22156.0,22156.0,nan,1355.0,nan,29489.0,0.9565,0.7273,nan,60537.0,67788.0,68467.0
St Lawrence University,Canton,NY,13617,2,73045.0,nan,58750.0,58750.0,nan,750.0,nan,27003.0,0.806,0.4726,0.76,44894.0,57538.0,58201.0
The College of Saint Rose,Albany,NY,12203-1490,2,48125.0,nan,34354.0,34354.0,nan,1200.0,nan,21634.0,0.526,0.8188,0.4765,41805.0,47622.0,50491.0
St. Thomas Aquinas College,Sparkill,NY,10976-1050,2,47572.0,nan,34200.0,34200.0,nan,1250.0,nan,20826.0,0.3901,0.8684,0.4936,44267.0,49436.0,58103.0
Samaritan Hospital School of Nursing,Troy,NY,12065,2,30975.0,nan,14292.0,14292.0,nan,1800.0,nan,25901.0,nan,1.0,nan,55823.0,58267.0,48671.0
Sarah Lawrence College,Bronxville,NY,10708,2,74123.0,nan,57520.0,57520.0,nan,600.0,nan,36442.0,0.3887,0.5463,0.6573,33991.0,39422.0,50801.0
Schenectady County Community College,Schenectady,NY,12305,1,11879.0,nan,5524.0,10434.0,nan,1200.0,5059.0,nan,1.0,nan,nan,31808.0,33752.0,36350.0
Sh'or Yoshuv Rabbinical College,Lawrence,NY,11559-1714,2,nan,nan,10560.0,10560.0,nan,300.0,nan,nan,0.8667,1.0,0.0,nan,nan,nan
Siena College,Loudonville,NY,12211-1462,2,58200.0,nan,40175.0,40175.0,nan,1293.0,nan,29047.0,0.6333,0.8066,0.7602,55708.0,61037.0,66479.0
Skidmore College,Saratoga Springs,NY,12866,2,74140.0,nan,58278.0,58278.0,nan,1300.0,nan,28570.0,0.8234,0.3217,0.8273,46423.0,55754.0,63726.0
St. Joseph's University-New York,Brooklyn,NY,11205-3688,2,35122.0,nan,29200.0,29200.0,nan,1000.0,nan,15725.0,1.0,0.7067,0.5927,49105.0,52480.0,56804.0
Saint Vladimirs Orthodox Theological Seminary,Yonkers,NY,10707-1699,2,nan,nan,nan,nan,nan,nan,nan,nan,0.2857,nan,nan,nan,nan,nan
Saint Elizabeth College of Nursing,Utica,NY,13501,2,nan,nan,18570.0,23000.0,nan,2000.0,nan,nan,0.9412,0.3333,nan,63829.0,65638.0,73136.0
Saint John Fisher College,Rochester,NY,14618-3597,2,49242.0,nan,35150.0,35150.0,nan,1100.0,nan,29240.0,1.0,0.6841,0.6544,51635.0,53856.0,56461.0
St Paul's School of Nursing-Staten Island,Staten Island,NY,10311,3,33112.0,nan,17731.0,17731.0,nan,1100.0,nan,25975.0,0.1771,nan,nan,49798.0,93456.0,94233.0
St. John's University-New York,Queens,NY,11439,2,55877.0,nan,44760.0,44760.0,nan,670.0,nan,27210.0,0.4498,0.7507,0.4695,48321.0,57830.0,65736.0
Sullivan County Community College,Loch Sheldrake,NY,12759-5151,1,16351.0,nan,6310.0,11518.0,nan,1450.0,8977.0,nan,0.3976,nan,nan,30693.0,33662.0,34459.0
SUNY College of Technology at Alfred,Alfred,NY,14802,1,25043.0,nan,8726.0,15666.0,nan,1200.0,17263.0,nan,0.7092,0.7172,0.5066,39809.0,41422.0,48256.0
SUNY College of Technology at Canton,Canton,NY,13617-1098,1,23026.0,nan,8689.0,12619.0,nan,1300.0,13832.0,nan,0.6474,0.8301,0.3893,35581.0,37874.0,39969.0
SUNY College of Technology at Delhi,Delhi,NY,13753-1100,1,24486.0,nan,8640.0,12410.0,nan,1300.0,15231.0,nan,0.6502,0.6488,0.3205,37021.0,45365.0,41736.0
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,12043,1,25633.0,nan,8591.0,18501.0,nan,1200.0,16421.0,nan,0.6623,0.8,0.4335,36139.0,36983.0,40300.0
Farmingdale State College,Farmingdale,NY,11735-1021,1,16856.0,nan,8395.0,18305.0,nan,1300.0,9002.0,nan,0.3246,0.6016,0.3235,53647.0,60820.0,61646.0
SUNY Morrisville,Morrisville,NY,13408,1,27687.0,nan,8740.0,18650.0,nan,1400.0,18436.0,nan,0.68,0.7672,0.2857,32462.0,36992.0,41739.0
SUNY at Albany,Albany,NY,12222,1,26563.0,nan,10160.0,27750.0,nan,1000.0,18355.0,nan,0.5982,0.5715,0.5778,48562.0,56280.0,59745.0
Binghamton University,Vestal,NY,13850-6000,1,28010.0,nan,10014.0,27604.0,nan,1000.0,20703.0,nan,0.7263,0.4303,0.7207,56213.0,65382.0,72980.0
University at Buffalo,Buffalo,NY,14260-1660,1,26958.0,nan,10526.0,28196.0,nan,1202.0,19262.0,nan,0.6545,0.6695,0.608,51240.0,57893.0,62022.0
Stony Brook University,Stony Brook,NY,11794-0701,1,26270.0,nan,10091.0,27761.0,nan,900.0,16119.0,nan,0.63,0.4891,0.6316,51975.0,60519.0,66678.0
SUNY College of Environmental Science and Forestry,Syracuse,NY,13210,1,29680.0,nan,9130.0,19040.0,nan,1200.0,21413.0,nan,0.8024,0.6017,0.6585,46306.0,46156.0,52901.0
SUNY Polytechnic Institute,Utica,NY,13502,1,23194.0,nan,8427.0,18337.0,nan,1400.0,14133.0,nan,0.5488,0.733,0.3977,46796.0,55198.0,57011.0
SUNY Brockport,Brockport,NY,14420-2919,1,24340.0,nan,8624.0,18534.0,nan,800.0,16532.0,nan,0.604,0.5811,0.5028,41172.0,45565.0,48926.0
SUNY Buffalo State,Buffalo,NY,14222,1,23111.0,nan,8428.0,18338.0,nan,1038.0,13785.0,nan,0.4972,0.8007,0.2635,38919.0,44102.0,45426.0
SUNY Cortland,Cortland,NY,13045-0900,1,25585.0,nan,8677.0,18587.0,nan,1000.0,19273.0,nan,0.5895,0.522,0.5167,47289.0,50229.0,53711.0
SUNY at Fredonia,Fredonia,NY,14063-1136,1,23327.0,nan,8492.0,18402.0,nan,1200.0,14378.0,nan,0.5881,0.7225,0.4896,40138.0,44930.0,45313.0
SUNY College at Geneseo,Geneseo,NY,14454-1465,1,26266.0,nan,8856.0,18766.0,nan,1000.0,19371.0,nan,0.6723,0.6136,0.6902,47241.0,54155.0,56241.0
State University of New York at New Paltz,New Paltz,NY,12561-2443,1,25615.0,nan,8416.0,18326.0,nan,1800.0,17123.0,nan,0.5351,0.6202,0.6147,43613.0,50660.0,52374.0
SUNY Oneonta,Oneonta,NY,13820-4015,1,25628.0,nan,8740.0,18650.0,nan,1200.0,18223.0,nan,0.6255,0.6295,0.6929,45227.0,49234.0,51984.0
SUNY College at Oswego,Oswego,NY,13126,1,24970.0,nan,8651.0,18561.0,nan,1000.0,15719.0,nan,0.6703,0.689,0.5173,42194.0,47586.0,49223.0
SUNY College at Potsdam,Potsdam,NY,13676-2294,1,23964.0,nan,8554.0,18464.0,nan,950.0,14175.0,nan,0.7382,0.7166,0.3695,36234.0,41650.0,45987.0
SUNY at Purchase College,Purchase,NY,10577-1400,1,27991.0,nan,8953.0,18863.0,nan,1240.0,17701.0,nan,0.41,0.737,0.5336,36644.0,37033.0,45289.0
SUNY College of Optometry,New York,NY,10036-8003,1,nan,nan,nan,nan,nan,nan,nan,nan,0.635,nan,nan,nan,nan,nan
SUNY College at Old Westbury,Old Westbury,NY,11568-0210,1,19786.0,nan,8122.0,18032.0,nan,2500.0,10182.0,nan,0.4505,0.5308,0.2582,44425.0,47466.0,50921.0
SUNY College at Plattsburgh,Plattsburgh,NY,12901-2681,1,25786.0,nan,8574.0,18484.0,nan,1320.0,15691.0,nan,0.6348,0.6103,0.4758,41913.0,48022.0,48339.0
SUNY Downstate Health Sciences University,Brooklyn,NY,11203-2098,1,nan,nan,nan,nan,nan,nan,nan,nan,0.7472,nan,nan,89631.0,100993.0,114551.0
SUNY Empire State College,Saratoga Springs,NY,12866-4391,1,19726.0,nan,7630.0,17540.0,nan,1528.0,11995.0,nan,0.2253,nan,0.0818,42646.0,44175.0,45639.0
SUNY Maritime College,Throggs Neck,NY,10465-4198,1,26864.0,nan,8522.0,18432.0,nan,1500.0,19607.0,nan,0.7333,0.7271,0.4535,76793.0,79480.0,84443.0
Upstate Medical University,Syracuse,NY,13210,1,nan,nan,nan,nan,nan,nan,nan,nan,0.7238,nan,nan,75980.0,75499.0,78721.0
Swedish Institute a College of Health Sciences,New York,NY,10001-6700,3,32502.0,nan,24040.0,24040.0,nan,1950.0,nan,30252.0,1.0,nan,nan,30462.0,29123.0,36440.0
Syracuse University,Syracuse,NY,13244,2,72780.0,nan,55926.0,55926.0,nan,1564.0,nan,34683.0,0.6885,0.6872,0.7122,58773.0,64639.0,71470.0
Talmudical Seminary Oholei Torah,Brooklyn,NY,11213,2,22246.0,nan,10300.0,10300.0,nan,200.0,nan,11845.0,0.7647,0.8393,0.1091,25518.0,27485.0,26485.0
Talmudical Institute of Upstate New York,Rochester,NY,14607-3046,2,14550.0,nan,6150.0,6150.0,nan,200.0,nan,3190.0,nan,1.0,0.0,nan,nan,nan
Teachers College at Columbia University,New York,NY,10027,2,nan,nan,nan,nan,nan,nan,nan,nan,0.4053,nan,nan,nan,nan,nan
Tompkins Cortland Community College,Dryden,NY,13053-0139,1,17250.0,nan,6547.0,12202.0,nan,1200.0,10362.0,nan,0.9722,nan,nan,30748.0,33146.0,37449.0
Torah Temimah Talmudical Seminary,Staten Island,NY,10312,2,29610.0,nan,11050.0,11050.0,nan,200.0,nan,22797.0,nan,0.7143,0.0278,nan,nan,nan
Touro College,New York,NY,10036,2,33523.0,nan,20750.0,20750.0,nan,840.0,nan,22259.0,0.4269,0.7598,0.5078,38853.0,43802.0,41036.0
Trocaire College,Buffalo,NY,14220-2094,2,24060.0,nan,18340.0,18340.0,nan,1200.0,nan,15451.0,0.2105,0.5336,nan,41780.0,40646.0,45765.0
Excelsior College,Albany,NY,12203-5159,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61752.0,64550.0,75846.0
Ulster County Community College,Stone Ridge,NY,12484,1,12182.0,nan,5740.0,10620.0,nan,1200.0,4076.0,nan,0.665,nan,nan,31693.0,35725.0,35474.0
Union College,Schenectady,NY,12308-2311,2,69879.0,nan,59502.0,59502.0,nan,1500.0,nan,33200.0,0.871,0.4126,0.7982,63542.0,64202.0,71055.0
Union Theological Seminary in the City of New York,New York,NY,10027-5792,2,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
United Talmudical Seminary,Brooklyn,NY,11211,2,23926.0,nan,15300.0,15300.0,nan,512.0,nan,10451.0,0.5251,nan,0.0,18492.0,20782.0,21284.0
United States Merchant Marine Academy,Kings Point,NY,11024-1634,1,9565.0,nan,1095.0,1095.0,nan,3000.0,6571.0,nan,0.7868,0.2411,0.75,87884.0,73397.0,83209.0
United States Military Academy,West  Point,NY,10996-1905,1,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0864,0.8128,nan,nan,nan
Utica University,Utica,NY,13502-4892,2,34427.0,nan,22110.0,22110.0,nan,1400.0,nan,22452.0,0.4058,0.8641,0.3979,49297.0,52081.0,50963.0
Vassar College,Poughkeepsie,NY,12604,2,75203.0,nan,60930.0,60930.0,nan,900.0,nan,27499.0,0.841,0.2454,0.8172,43438.0,53100.0,62332.0
Villa Maria College,Buffalo,NY,14225-3999,2,30460.0,nan,25400.0,25400.0,nan,1100.0,nan,13812.0,0.268,0.7874,0.2338,29697.0,31264.0,33515.0
School of Visual Arts,New York,NY,10010,3,65272.0,nan,43400.0,43400.0,nan,1868.0,nan,48384.0,0.1895,0.7153,0.6102,37008.0,41023.0,50066.0
Wagner College,Staten Island,NY,10301-4495,2,61877.0,nan,50010.0,50010.0,nan,891.0,nan,31918.0,0.9852,0.7043,0.6689,54531.0,62422.0,69383.0
Webb Institute,Glen Cove,NY,11542-1398,2,72690.0,nan,52880.0,52880.0,nan,700.0,nan,13657.0,0.5625,0.2102,0.75,nan,nan,nan
Wells College,Aurora,NY,13026-0500,2,46640.0,nan,31800.0,31800.0,nan,1050.0,nan,20278.0,0.62,0.6436,0.5399,34802.0,39933.0,45188.0
The College of Westchester,White Plains,NY,10606-1200,3,29294.0,nan,22410.0,22410.0,nan,1000.0,nan,15210.0,0.2857,0.8837,0.6,33538.0,37088.0,39362.0
SUNY Westchester Community College,Valhalla,NY,10595,1,14719.0,nan,5036.0,12226.0,nan,2400.0,8659.0,nan,0.2803,nan,nan,35308.0,39479.0,44423.0
Westchester School of Beauty Culture,Mount Vernon,NY,10550-2295,3,nan,17934.0,nan,nan,13092.0,nan,nan,11696.0,nan,nan,nan,nan,27475.0,nan
Word of Life Bible Institute,Pottersville,NY,12860-0129,2,19537.0,nan,11204.0,11204.0,nan,500.0,nan,10957.0,nan,nan,nan,27115.0,33912.0,34752.0
Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,2,18200.0,nan,11800.0,11800.0,nan,200.0,nan,6551.0,nan,nan,0.0,nan,nan,16792.0
Yeshiva Derech Chaim,Brooklyn,NY,11218-0000,2,20207.0,nan,12100.0,12100.0,nan,200.0,nan,10972.0,0.619,0.5636,0.0,nan,nan,nan
Yeshiva of Nitra Rabbinical College,Chester,NY,10918,2,22800.0,nan,12750.0,12750.0,nan,300.0,nan,4799.0,0.7308,nan,0.0,22621.0,34222.0,29321.0
Yeshiva Shaar Hatorah,Kew Gardens,NY,11418,2,18780.0,nan,17160.0,17160.0,nan,120.0,nan,9749.0,nan,0.6957,0.375,nan,nan,nan
Yeshiva University,New York,NY,10033-3299,2,64050.0,nan,46475.0,46475.0,nan,1250.0,nan,39536.0,1.0,0.6741,0.6796,56435.0,61542.0,64628.0
Yeshivath Viznitz,Monsey,NY,10952,2,18476.0,nan,8640.0,8640.0,nan,200.0,nan,8042.0,0.9259,0.8736,0.0,nan,19286.0,21878.0
Yeshivath Zichron Moshe,South Fallsburg,NY,12779,2,21600.0,nan,13450.0,13450.0,nan,200.0,nan,11215.0,nan,0.5,0.0,nan,nan,nan
College of the Albemarle,Elizabeth City,NC,27906-2327,1,11359.0,nan,2270.0,7522.0,nan,1107.0,3691.0,nan,0.2401,nan,nan,22749.0,25714.0,26072.0
South Piedmont Community College,Polkton,NC,28135,1,11633.0,nan,2015.0,6623.0,nan,1404.0,5727.0,nan,0.3899,nan,nan,28112.0,28872.0,28742.0
Appalachian State University,Boone,NC,28608,1,19661.0,nan,7410.0,22217.0,nan,700.0,13989.0,nan,0.7806,0.7951,0.5426,38958.0,43092.0,45602.0
Asheville-Buncombe Technical Community College,Asheville,NC,28801-4897,1,12989.0,nan,2632.0,8776.0,nan,2000.0,5600.0,nan,0.2618,nan,nan,29687.0,30532.0,32699.0
Barton College,Wilson,NC,27893-7000,2,46539.0,nan,32590.0,32590.0,nan,500.0,nan,23005.0,0.9565,0.4244,0.4432,37283.0,37918.0,43613.0
Beaufort County Community College,Washington,NC,27889,1,14017.0,nan,2518.0,8662.0,nan,1930.0,4810.0,nan,0.1939,nan,nan,25872.0,26685.0,29004.0
Belmont Abbey College,Belmont,NC,28012-1802,2,31943.0,nan,18500.0,18500.0,nan,1200.0,nan,21329.0,0.609,0.801,0.4021,36881.0,40598.0,42947.0
Bennett College,Greensboro,NC,27401-3239,2,34755.0,nan,18513.0,18513.0,nan,1400.0,nan,23330.0,0.6341,0.7288,0.1697,27538.0,30933.0,33473.0
Bladen Community College,Dublin,NC,28332,1,11314.0,nan,2558.0,8702.0,nan,2000.0,7516.0,nan,0.5385,nan,nan,24778.0,26190.0,25444.0
Blue Ridge Community College,Flat Rock,NC,28731-4728,1,12552.0,nan,2651.0,8795.0,nan,2050.0,6878.0,nan,0.2534,nan,nan,28061.0,30651.0,29144.0
Brevard College,Brevard,NC,28712,2,43036.0,nan,30250.0,30250.0,nan,1000.0,nan,21668.0,1.0,0.4524,0.3257,33712.0,36389.0,37526.0
Brunswick Community College,Bolivia,NC,28422-9021,1,13391.0,nan,2532.0,8676.0,nan,1330.0,6925.0,nan,0.1403,nan,nan,26644.0,27182.0,29300.0
Cabarrus College of Health Sciences,Concord,NC,28025-3959,2,23513.0,nan,13966.0,13966.0,nan,1400.0,nan,17242.0,0.4848,0.3538,nan,50015.0,52798.0,53146.0
Caldwell Community College and Technical Institute,Hudson,NC,28638,1,11083.0,nan,2528.0,8672.0,nan,1900.0,4947.0,nan,0.3448,nan,nan,26393.0,29125.0,31106.0
Campbell University,Buies Creek,NC,27506,2,51131.0,nan,36740.0,36740.0,nan,852.0,nan,26169.0,0.4842,0.8129,0.4062,39153.0,44374.0,49601.0
Cape Fear Community College,Wilmington,NC,28401-3910,1,15634.0,nan,2748.0,8892.0,nan,1600.0,9574.0,nan,0.2973,nan,nan,27816.0,31538.0,34167.0
Carolina School of Broadcasting,Charlotte,NC,28214,3,nan,23296.0,nan,nan,16750.0,nan,nan,20586.0,nan,nan,nan,35040.0,31318.0,38951.0
Carteret Community College,Morehead City,NC,28557,1,18927.0,nan,2640.0,8976.0,nan,1250.0,12346.0,nan,0.2045,nan,nan,26160.0,26356.0,28470.0
Catawba College,Salisbury,NC,28144,2,44235.0,nan,31436.0,31436.0,nan,1400.0,nan,18702.0,0.6818,0.5212,0.4942,36659.0,39077.0,43015.0
Catawba Valley Community College,Hickory,NC,28602-0699,1,14349.0,nan,2367.0,7743.0,nan,1900.0,6044.0,nan,0.2849,nan,nan,28155.0,30910.0,32292.0
Central Carolina Community College,Sanford,NC,27330-9840,1,12784.0,nan,2554.0,8698.0,nan,1440.0,5398.0,nan,0.3352,nan,nan,25837.0,27254.0,29572.0
Central Piedmont Community College,Charlotte,NC,28204,1,11543.0,nan,2792.0,8936.0,nan,1870.0,5710.0,nan,0.2781,nan,nan,28959.0,30495.0,32469.0
Chowan University,Murfreesboro,NC,27855,2,37161.0,nan,25880.0,25880.0,nan,1000.0,nan,16716.0,1.0,0.6736,0.1563,28994.0,33923.0,35704.0
Cleveland Community College,Shelby,NC,28152-6224,1,5528.0,nan,2602.0,8746.0,nan,1200.0,-141.0,nan,0.2179,nan,nan,26534.0,28725.0,28499.0
Coastal Carolina Community College,Jacksonville,NC,28546-6816,1,13658.0,nan,2462.0,8606.0,nan,2098.0,6992.0,nan,0.3702,nan,nan,27155.0,28212.0,29952.0
Craven Community College,New Bern,NC,28562-4900,1,12326.0,nan,2114.0,6722.0,nan,1300.0,6133.0,nan,0.2528,nan,nan,27650.0,29083.0,29912.0
Davidson-Davie Community College,Thomasville,NC,27360-7385,1,14580.0,nan,2588.0,8732.0,nan,1200.0,8115.0,nan,0.3018,nan,nan,28574.0,30887.0,29265.0
Davidson College,Davidson,NC,28035,2,70744.0,nan,55175.0,55175.0,nan,1000.0,nan,21042.0,0.9259,0.2,0.8904,51554.0,67365.0,71671.0
Duke University,Durham,NC,27708,2,77846.0,nan,57633.0,57633.0,nan,1434.0,nan,32459.0,0.9171,0.0774,0.8842,77260.0,79843.0,93115.0
Durham Technical Community College,Durham,NC,27703-5023,1,13381.0,nan,1958.0,6566.0,nan,1300.0,4184.0,nan,0.2877,nan,nan,27582.0,29336.0,30239.0
East Carolina University,Greenville,NC,27858-4353,1,22301.0,nan,7239.0,23516.0,nan,1524.0,16550.0,nan,0.8068,0.8792,0.4169,41603.0,45599.0,47403.0
Edgecombe Community College,Tarboro,NC,27886,1,9436.0,nan,2640.0,8784.0,nan,2250.0,4370.0,nan,0.3889,nan,nan,24993.0,27300.0,27338.0
Elizabeth City State University,Elizabeth City,NC,27909,1,12754.0,nan,3260.0,7260.0,nan,1240.0,3704.0,nan,0.7432,0.7483,0.2059,30151.0,31874.0,35274.0
Elon University,Elon,NC,27244-2010,2,52587.0,nan,37921.0,37921.0,nan,900.0,nan,38122.0,0.7819,0.717,0.7929,49734.0,61079.0,64238.0
Fayetteville Technical Community College,Fayetteville,NC,28303-0236,1,12009.0,nan,2544.0,8688.0,nan,1356.0,4337.0,nan,0.4323,nan,nan,24025.0,26708.0,28838.0
Fayetteville State University,Fayetteville,NC,28301-4298,1,16623.0,nan,5309.0,16917.0,nan,420.0,6969.0,nan,0.7253,0.7938,0.2308,31480.0,33522.0,36409.0
Forsyth Technical Community College,Winston-Salem,NC,27103-5197,1,10895.0,nan,2152.0,7168.0,nan,1700.0,5388.0,nan,1.0,nan,nan,27367.0,28491.0,30809.0
Gardner-Webb University,Boiling Springs,NC,28017-0997,2,45333.0,nan,32180.0,32180.0,nan,1850.0,nan,20776.0,0.967,0.7795,0.4525,37522.0,39767.0,42248.0
Gaston College,Dallas,NC,28034,1,18540.0,nan,2704.0,8848.0,nan,1460.0,12994.0,nan,1.0,nan,nan,27347.0,29969.0,30512.0
Greensboro College,Greensboro,NC,27401-1875,2,30302.0,nan,18960.0,18960.0,nan,1400.0,nan,16992.0,1.0,0.7761,0.2363,35168.0,37968.0,41936.0
Guilford College,Greensboro,NC,27410-4108,2,53479.0,nan,40120.0,40120.0,nan,1270.0,nan,23055.0,0.5695,0.7801,0.3818,37788.0,38169.0,42015.0
Guilford Technical Community College,Jamestown,NC,27282,1,15692.0,nan,2319.0,7695.0,nan,968.0,10898.0,nan,0.4221,nan,nan,25923.0,28500.0,31781.0
Halifax Community College,Weldon,NC,27890,1,9556.0,nan,2608.0,8752.0,nan,1400.0,3491.0,nan,0.2067,nan,nan,22835.0,25511.0,28132.0
Haywood Community College,Clyde,NC,28721-9901,1,14533.0,nan,2580.0,8724.0,nan,1390.0,6940.0,nan,0.25,nan,nan,27507.0,28287.0,28362.0
Heritage Bible College,Dunn,NC,28334,2,nan,nan,8328.0,8328.0,nan,1000.0,nan,nan,nan,nan,0.0,nan,25141.0,29788.0
High Point University,High Point,NC,27268,2,54296.0,nan,38080.0,38080.0,nan,1500.0,nan,39475.0,0.9968,0.7705,0.6477,46275.0,51047.0,48534.0
Isothermal Community College,Spindale,NC,28160-0804,1,11373.0,nan,1994.0,6602.0,nan,1200.0,4880.0,nan,0.2816,nan,nan,24841.0,29024.0,31449.0
James Sprunt Community College,Kenansville,NC,28349,1,11811.0,nan,2570.0,8714.0,nan,1800.0,3464.0,nan,0.203,nan,nan,23895.0,26050.0,28327.0
Johnson C Smith University,Charlotte,NC,28216-5398,2,33444.0,nan,18784.0,18784.0,nan,1200.0,nan,20792.0,0.5776,0.492,0.2874,29381.0,34828.0,37073.0
Johnston Community College,Smithfield,NC,27577-2350,1,11629.0,nan,2657.0,8801.0,nan,1428.0,5241.0,nan,0.2865,nan,nan,28677.0,31931.0,32036.0
Lees-McRae College,Banner Elk,NC,28604,2,43437.0,nan,27390.0,27390.0,nan,600.0,nan,23347.0,0.566,0.7329,0.375,33980.0,36548.0,39051.0
Lenoir Community College,Kinston,NC,28504,1,12804.0,nan,2568.0,8712.0,nan,1800.0,4005.0,nan,1.0,nan,nan,24894.0,27234.0,29621.0
Lenoir-Rhyne University,Hickory,NC,28601,2,50232.0,nan,39900.0,39900.0,nan,1360.0,nan,18772.0,1.0,0.7662,0.3671,37250.0,39178.0,45457.0
Leons Beauty School Inc,Greensboro,NC,27403-2604,3,nan,8543.0,nan,nan,8300.0,nan,nan,3739.0,nan,nan,nan,18660.0,21851.0,24509.0
Livingstone College,Salisbury,NC,28144,2,28312.0,nan,18296.0,18296.0,nan,1300.0,nan,17593.0,0.8611,0.6895,0.1766,24630.0,28167.0,30521.0
Louisburg College,Louisburg,NC,27549-2399,2,32557.0,nan,19795.0,19795.0,nan,300.0,nan,18038.0,0.725,0.8246,nan,25967.0,28687.0,32308.0
